Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Bahia;Recôncavo;7-MG-310-BA;7MG  0310  BA;MIRANGA;SPE Miranga;4.80E+14;2023/07;214722;0;214722;0.7342;0;0.7342;22755;2325625;Est. B de Miranga;INSTALACAO EMB/DESEMB;742;2023/02;Miranga ECOL-B;36.4;< 210ºC;0.2263;210ºC a 500ºC;0.2127;> 500ºC;0.561;81.77;9.53;3.96;0.8;1.16;0.32;0.34;0.29;0.14;0.04;0;0;0;0;0.4;1.25;203033;53167629;399907849;04/09/2023 02:36
Sergipe;Sergipe;7-CP-341-SE;7CP  0341  SE;CARMÓPOLIS;Carmo;4.80E+14;2023/07;32733;0;32733;0.0002;0;0.0002;0.005;2671721;Estação Coletora de Oiteirinhos II;INSTALACAO EMB/DESEMB;674;2021/02;Sergipano Terra;24.5;< 290ºC;0.2694;290ºC a 380ºC;0.1436;> 380ºC;0.587;678554;80641;6486;19701;25057;12874;0.6826;0.2161;0;0;0;0;0;0;14188;95138;207556;53710734;356803215;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1500D-RN;7ET1500DRN;ESTREITO;3R Potiguar;4.80E+14;2023/07;0.941;0;0.941;0.0004;0;0.0004;0.012;368.13;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Sergipe;Sergipe;7-CP-527-SE;7CP  0527  SE;CARMÓPOLIS;Carmo;4.80E+14;2023/07;0.6101;0;0.6101;0;0;0;0.001;1554;Ponto de Coleta área do CP-0611;INSTALACAO EMB/DESEMB;81;2021/02;Sergipano Terra;24.5;< 290ºC;0.2694;290ºC a 380ºC;0.1436;> 380ºC;0.587;678554;80641;6486;19701;25057;12874;0.6826;0.2161;0;0;0;0;0;0;14188;95138;207556;53710734;356803215;04/09/2023 02:36
Bahia;Recôncavo;7-MG-316-BA;7MG  0316  BA;MIRANGA;SPE Miranga;4.80E+14;2023/07;278886;0;278886;24468;0;24468;75834;13527198;Est. A de Miranga;INSTALACAO EMB/DESEMB;737;2023/02;Miranga ECOL-B;36.4;< 210ºC;0.2263;210ºC a 500ºC;0.2127;> 500ºC;0.561;81.77;9.53;3.96;0.8;1.16;0.32;0.34;0.29;0.14;0.04;0;0;0;0;0.4;1.25;203033;53167629;399907849;04/09/2023 02:36
Sergipe;Sergipe;7-CP-248-SE;7CP  0248  SE;CARMÓPOLIS;Carmo;4.80E+14;2023/07;0.2828;0;0.2828;0;0;0;0;2010554;Estação Coletora de Santo Antônio;INSTALACAO EMB/DESEMB;466;2021/02;Sergipano Terra;24.5;< 290ºC;0.2694;290ºC a 380ºC;0.1436;> 380ºC;0.587;678554;80641;6486;19701;25057;12874;0.6826;0.2161;0;0;0;0;0;0;14188;95138;207556;53710734;356803215;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1501-RN;7ET1501RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;0.2187;0;0.2187;0.0001;0;0.0001;0.002;2504357;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;332;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Sergipe;Sergipe;7-CP-519-SE;7CP  0519  SE;CARMÓPOLIS;Carmo;4.80E+14;2023/07;11892;0;11892;0.0001;0;0.0001;0.002;442519;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;653;2021/02;Sergipano Terra;24.5;< 290ºC;0.2694;290ºC a 380ºC;0.1436;> 380ºC;0.587;678554;80641;6486;19701;25057;12874;0.6826;0.2161;0;0;0;0;0;0;14188;95138;207556;53710734;356803215;04/09/2023 02:36
Bahia;Recôncavo;7-MG-323-BA;7MG  0323  BA;MIRANGA;SPE Miranga;4.80E+14;2023/07;81319;0;81319;17389;0;17389;53895;4005059;Est. C de Miranga;INSTALACAO EMB/DESEMB;744;2023/02;Miranga ECOL-B;36.4;< 210ºC;0.2263;210ºC a 500ºC;0.2127;> 500ºC;0.561;81.77;9.53;3.96;0.8;1.16;0.32;0.34;0.29;0.14;0.04;0;0;0;0;0.4;1.25;203033;53167629;399907849;04/09/2023 02:36
Sergipe;Sergipe;7-CP-1750D-SE;7CP1750DSE;CARMÓPOLIS;Carmo;4.80E+14;2023/07;20622;0;20622;0.0001;0;0.0001;0.003;1473325;Estação Coletora de Oiteirinhos II;INSTALACAO EMB/DESEMB;679;2021/02;Sergipano Terra;24.5;< 290ºC;0.2694;290ºC a 380ºC;0.1436;> 380ºC;0.587;678554;80641;6486;19701;25057;12874;0.6826;0.2161;0;0;0;0;0;0;14188;95138;207556;53710734;356803215;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1502-RN;7ET1502RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;1038;0;1038;0.0004;0;0.0004;0.013;2208541;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Sergipe;Sergipe;7-CP-502-SE;7CP  0502  SE;CARMÓPOLIS;Carmo;4.80E+14;2023/07;96423;0;96423;0.0003;0;0.0003;0.008;4421619;Estação Coletora de Santa Barbara;INSTALACAO EMB/DESEMB;741;2021/02;Sergipano Terra;24.5;< 290ºC;0.2694;290ºC a 380ºC;0.1436;> 380ºC;0.587;678554;80641;6486;19701;25057;12874;0.6826;0.2161;0;0;0;0;0;0;14188;95138;207556;53710734;356803215;04/09/2023 02:36
Bahia;Recôncavo;7-MG-324A-BA;7MG  0324A BA;MIRANGA;SPE Miranga;4.80E+14;2023/07;0;0;0;0;0;0;0;0;Est. C de Miranga;INSTALACAO EMB/DESEMB;105;2023/02;Miranga ECOL-B;36.4;< 210ºC;0.2263;210ºC a 500ºC;0.2127;> 500ºC;0.561;81.77;9.53;3.96;0.8;1.16;0.32;0.34;0.29;0.14;0.04;0;0;0;0;0.4;1.25;203033;53167629;399907849;04/09/2023 02:36
Sergipe;Sergipe;7-CP-47-SE;7CP  0047  SE;CARMÓPOLIS;Carmo;4.80E+14;2023/07;19531;0;19531;0.0001;0;0.0001;0.003;320204;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;248;2021/02;Sergipano Terra;24.5;< 290ºC;0.2694;290ºC a 380ºC;0.1436;> 380ºC;0.587;678554;80641;6486;19701;25057;12874;0.6826;0.2161;0;0;0;0;0;0;14188;95138;207556;53710734;356803215;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-418-RN;7CAM 0418  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;30301;0;30301;0.0003;0;0.0003;0.009;1080139;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;642;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Sergipe;Sergipe;7-CP-448-SE;7CP  0448  SE;CARMÓPOLIS;Carmo;4.80E+14;2023/07;76772;0;76772;0.0004;0;0.0004;0.012;3254108;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;744;2021/02;Sergipano Terra;24.5;< 290ºC;0.2694;290ºC a 380ºC;0.1436;> 380ºC;0.587;678554;80641;6486;19701;25057;12874;0.6826;0.2161;0;0;0;0;0;0;14188;95138;207556;53710734;356803215;04/09/2023 02:36
Bahia;Recôncavo;8-MG-299-BA;8MG  0299  BA;MIRANGA;SPE Miranga;4.80E+14;2023/07;0;0;0;0;64118;64118;198722;0;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;743;2023/02;Miranga ECOL-B;36.4;< 210ºC;0.2263;210ºC a 500ºC;0.2127;> 500ºC;0.561;81.77;9.53;3.96;0.8;1.16;0.32;0.34;0.29;0.14;0.04;0;0;0;0;0.4;1.25;203033;53167629;399907849;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-144-RN;7ET  0144  RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;14998;0;14998;0.0006;0;0.0006;0.019;2957765;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;516;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-426-RN;7CAM 0426  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;0.7972;0;0.7972;0.0001;0;0.0001;0.002;23434;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1474-RN;7ET1474RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;0.941;0;0.941;0.0004;0;0.0004;0.012;912031;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-MG-215-BA;7MG  0215  BA;MIRANGA;SPE Miranga;4.80E+14;2023/07;365054;0;365054;10716;0;10716;33213;4482953;Est. C de Miranga;INSTALACAO EMB/DESEMB;588;2023/02;Miranga ECOL-B;36.4;< 210ºC;0.2263;210ºC a 500ºC;0.2127;> 500ºC;0.561;81.77;9.53;3.96;0.8;1.16;0.32;0.34;0.29;0.14;0.04;0;0;0;0;0.4;1.25;203033;53167629;399907849;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1472-RN;7ET1472RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;0;0;0;0;0;0;0;0;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;0;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-42-RN;7CAM 0042  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;95806;0;95806;0.0015;0;0.0015;0.047;4763182;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1471-RN;7ET1471RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;24234;0;24234;0.001;0;0.001;0.031;2926837;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-REP-29-RN;7REP 0029  RN;BENFICA;3R Potiguar;4.86E+12;2023/07;0;0;0;0;0;0;0;0;Est.Colet.A Redonda Profunda - Cpo. Red. Prof.;INSTALACAO EMB/DESEMB;0;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1466-RN;7ET1466RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;0.0676;0;0.0676;0;0;0;0.001;426727;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;112;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-427-RN;7CAM 0427  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;35944;0;35944;0.0053;0;0.0053;0.163;24751429;Estação Coletora Canto do Amaro B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1465-RN;7ET1465RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;0.941;0;0.941;0.0004;0;0.0004;0.012;1835085;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-BVS-8-RN;7BVS 0008  RN;BENFICA;3R Potiguar;4.86E+12;2023/07;0.0741;0;0.0741;0.0003;0;0.0003;0.007;252761;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;35;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Maranhão;Parnaíba;7-GVC-4D-MA;7GVC4DMA;GAVIÃO CABOCLO;Eneva;4.86E+16;2023/07;0;0.8181;0.8181;0;1075584;1075584;3333576;0;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;313;2023/02;GAVIÃO CABOCLO;58.55;< 210ºC;0.814;210ºC a 500ºC;0.186;> 500ºC;0;863004;62263;15262;0.2561;0.3813;0.1411;0.0883;0.0314;0.0101;0.0028;0.001;0;0;0.0186;49385;0.0779;200832;52904465;375879864;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-438-RN;7CAM 0438  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;0;0;0;0;0;0;0;0;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;0;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Maranhão;Parnaíba;7-GVC-3D-MA;7GVC3DMA;GAVIÃO CABOCLO;Eneva;4.86E+16;2023/07;0;0.4184;0.4184;0;659427;659427;2043774;0;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;246;2023/02;GAVIÃO CABOCLO;58.55;< 210ºC;0.814;210ºC a 500ºC;0.186;> 500ºC;0;863004;62263;15262;0.2561;0.3813;0.1411;0.0883;0.0314;0.0101;0.0028;0.001;0;0;0.0186;49385;0.0779;200832;52904465;375879864;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-BEN-4-RN;7BEN 0004  RN;BENFICA;3R Potiguar;4.86E+12;2023/07;5.45;0;5.45;0.2337;0;0.2337;7231;10436597;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Maranhão;Parnaíba;4-PGN-10-MA;4PGNFAZCHICOTE4MA;GAVIÃO CABOCLO;Eneva;4.86E+16;2023/07;0;0.0022;0.0022;0;47884;47884;148408;0;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;44;2023/02;GAVIÃO CABOCLO;58.55;< 210ºC;0.814;210ºC a 500ºC;0.186;> 500ºC;0;863004;62263;15262;0.2561;0.3813;0.1411;0.0883;0.0314;0.0101;0.0028;0.001;0;0;0.0186;49385;0.0779;200832;52904465;375879864;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-454-RN;7CAM 0454  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;0.7822;0;0.7822;0.0001;0;0.0001;0.003;101353;Estação Coletora Canto do Amaro J;INSTALACAO EMB/DESEMB;717;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Maranhão;Parnaíba;3-PGN-5-MA;3PGNFAZCHICOTE2MA;GAVIÃO CABOCLO;Eneva;4.86E+16;2023/07;0;30995;30995;0;1221347;1221347;3785343;0;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;296;2023/02;GAVIÃO CABOCLO;58.55;< 210ºC;0.814;210ºC a 500ºC;0.186;> 500ºC;0;863004;62263;15262;0.2561;0.3813;0.1411;0.0883;0.0314;0.0101;0.0028;0.001;0;0;0.0186;49385;0.0779;200832;52904465;375879864;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-BEN-37-RN;7BEN37RN;BENFICA;3R Potiguar;4.86E+12;2023/07;1317;0;1317;0.4464;0;0.4464;13811;11430608;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Maranhão;Parnaíba;1-OGX-107-MA;1OGXFAZENDACHICOTEMA;GAVIÃO CABOCLO;Eneva;4.86E+16;2023/07;0;10873;10873;0;948468;948468;2939604;0;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;237;2023/02;GAVIÃO CABOCLO;58.55;< 210ºC;0.814;210ºC a 500ºC;0.186;> 500ºC;0;863004;62263;15262;0.2561;0.3813;0.1411;0.0883;0.0314;0.0101;0.0028;0.001;0;0;0.0186;49385;0.0779;200832;52904465;375879864;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-442-RN;7CAM 0442  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;0;0;0;0;0;0;0;0;Estação Coletora Canto do Amaro L;INSTALACAO EMB/DESEMB;0;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;3-FBM-11-BA;3FBM 0011  BA;FAZENDA BÁLSAMO;Petrobras;4.80E+14;2023/07;90251;0;90251;0.0128;0;0.0128;0.383;192551;Estação Coletora Fazenda Bálsamo C;INSTALACAO EMB/DESEMB;511;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;71.16;7.83;10.51;1.57;2.36;0.45;0.4;0.2;0.1;0.04;0.01;0;0;0.06;0.64;4.67;19947;52741749;380776805;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-BEN-36-RN;7BEN36RN;BENFICA;3R Potiguar;4.86E+12;2023/07;0.0931;0;0.0931;0.0338;0;0.0338;1047;612171;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;100;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;8-FBM-155-BA;8FBM 0155  BA;FAZENDA BÁLSAMO;Petrobras;4.80E+14;2023/07;21929;0;21929;0.003;0;0.003;0.091;832187;Estação Coletora Fazenda Bálsamo C;INSTALACAO EMB/DESEMB;296;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;71.16;7.83;10.51;1.57;2.36;0.45;0.4;0.2;0.1;0.04;0.01;0;0;0.06;0.64;4.67;19947;52741749;380776805;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-447-RN;7CAM 0447  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;24333;0;24333;0.0004;0;0.0004;0.01;68287;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;151;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-FBM-127-BA;7FBM 0127  BA;FAZENDA BÁLSAMO;Petrobras;4.80E+14;2023/07;81617;0;81617;0.017;0;0.017;0.51;1980201;Estação Coletora Fazenda Bálsamo B;INSTALACAO EMB/DESEMB;744;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;71.16;7.83;10.51;1.57;2.36;0.45;0.4;0.2;0.1;0.04;0.01;0;0;0.06;0.64;4.67;19947;52741749;380776805;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-BEN-35D-RN;7BEN35DRN;BENFICA;3R Potiguar;4.86E+12;2023/07;10364;0;10364;0.0666;0;0.0666;2062;1423469;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;148;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-FBM-260D-BA;7FBM260DBA;FAZENDA BÁLSAMO;Petrobras;4.80E+14;2023/07;24131;0;24131;0.0044;0;0.0044;0.13;14849;Estação Coletora Fazenda Bálsamo C;INSTALACAO EMB/DESEMB;728;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;71.16;7.83;10.51;1.57;2.36;0.45;0.4;0.2;0.1;0.04;0.01;0;0;0.06;0.64;4.67;19947;52741749;380776805;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-448-RN;7CAM 0448  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;20712;0;20712;0.0003;0;0.0003;0.009;785317;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-FBM-95-BA;7FBM 0095  BA;FAZENDA BÁLSAMO;Petrobras;4.80E+14;2023/07;68129;0;68129;0.0121;0;0.0121;0.364;0.2798;Estação Coletora Fazenda Bálsamo B;INSTALACAO EMB/DESEMB;743;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;71.16;7.83;10.51;1.57;2.36;0.45;0.4;0.2;0.1;0.04;0.01;0;0;0.06;0.64;4.67;19947;52741749;380776805;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-BEN-31-RN;7BEN31RN;BENFICA;3R Potiguar;4.86E+12;2023/07;0;0;0;0;0;0;0;0;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;0;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;8-FBM-269D-BA;8FBM269DBA;FAZENDA BÁLSAMO;Petrobras;4.80E+14;2023/07;0.969;0;0.969;0.0021;0;0.0021;0.062;348104;Estação Coletora Fazenda Bálsamo B;INSTALACAO EMB/DESEMB;681;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;71.16;7.83;10.51;1.57;2.36;0.45;0.4;0.2;0.1;0.04;0.01;0;0;0.06;0.64;4.67;19947;52741749;380776805;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-449-RN;7CAM 0449  RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;0.5243;0;0.5243;0.0001;0;0.0001;0.001;155628;Estação Coletora CAM-N;INSTALACAO EMB/DESEMB;496;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;8-FBM-245D-BA;8FBM245DBA;FAZENDA BÁLSAMO;Petrobras;4.80E+14;2023/07;30278;0;30278;0.0114;0;0.0114;0.342;53322;Estação Coletora Fazenda Bálsamo A;INSTALACAO EMB/DESEMB;180;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;71.16;7.83;10.51;1.57;2.36;0.45;0.4;0.2;0.1;0.04;0.01;0;0;0.06;0.64;4.67;19947;52741749;380776805;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-BEN-29-RN;7BEN29RN;BENFICA;3R Potiguar;4.86E+12;2023/07;0.937;0;0.937;0.0672;0;0.0672;2079;1977918;Estação Coletora Central de Benfica;INSTALACAO EMB/DESEMB;344;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-FBM-267D-BA;7FBM267DBA;FAZENDA BÁLSAMO;Petrobras;4.80E+14;2023/07;139238;0;139238;0.0447;0;0.0447;1341;1865706;Estação Coletora Fazenda Bálsamo B;INSTALACAO EMB/DESEMB;742;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;71.16;7.83;10.51;1.57;2.36;0.45;0.4;0.2;0.1;0.04;0.01;0;0;0.06;0.64;4.67;19947;52741749;380776805;04/09/2023 02:36
